2007-01-01,元日
2007-01-08,成人の日
2007-02-11,建国記念の日
2007-02-12,振替休日
2007-03-21,春分の日
2007-04-29,昭和の日
2007-04-30,振替休日 (日曜日/昭和の日)
2007-05-03,憲法記念日
2007-05-04,みどりの日
2007-05-05,こどもの日
2007-07-16,海の日
2007-09-17,敬老の日
2007-09-23,秋分の日
2007-09-24,振替休日
2007-10-08,体育の日
2007-11-03,文化の日
2007-11-23,勤労感謝の日
2007-12-23,天皇誕生日
2007-12-24,振替休日
