2009-01-01,元日
2009-01-12,成人の日
2009-02-11,建国記念の日
2009-03-20,春分の日
2009-04-29,昭和の日
2009-05-03,憲法記念日
2009-05-04,みどりの日
2009-05-05,こどもの日
2009-05-06,振替休日
2009-07-20,海の日
2009-09-21,敬老の日
2009-09-22,国民の休日(敬老の日と秋分の日)
2009-09-23,秋分の日
2009-10-12,体育の日
2009-11-03,文化の日
2009-11-23,勤労感謝の日
2009-12-23,天皇誕生日
