1976-01-01,元日
1976-01-15,成人の日
1976-02-11,建国記念の日
1976-04-29,天皇誕生日
1976-05-03,憲法記念日
1976-05-05,こどもの日
1976-09-15,敬老の日
1976-10-10,体育の日
1976-10-11,振替休日
1976-11-03,文化の日
1976-11-23,勤労感謝の日
