2034-01-01,元日
2034-01-02,振替休日
2034-01-09,成人の日
2034-02-11,建国記念の日
2034-04-29,昭和の日
2034-05-03,憲法記念日
2034-05-04,みどりの日
2034-05-05,こどもの日
2034-07-17,海の日
2034-08-11,山の日
2034-09-18,敬老の日
2034-10-09,体育の日
2034-11-03,文化の日
2034-11-23,勤労感謝の日
2034-12-23,天皇誕生日
