2048-01-01,元日
2048-01-13,成人の日
2048-02-11,建国記念の日
2048-02-23,天皇誕生日
2048-04-29,昭和の日
2048-05-03,憲法記念日
2048-05-04,みどりの日
2048-05-05,こどもの日
2048-05-06,振替休日
2048-07-20,海の日
2048-08-11,山の日
2048-09-21,敬老の日
2048-10-12,体育の日
2048-11-03,文化の日
2048-11-23,勤労感謝の日
