2025-01-01,元日
2025-01-13,成人の日
2025-02-11,建国記念の日
2025-03-20,春分の日(未確定)
2025-04-29,昭和の日
2025-05-03,憲法記念日
2025-05-04,みどりの日
2025-05-05,こどもの日
2025-05-06,振替休日 (日曜日/こどもの日)
2025-07-21,海の日
2025-08-11,山の日
2025-09-15,敬老の日
2025-09-23,秋分の日(未確定)
2025-10-13,体育の日
2025-11-03,文化の日
2025-11-23,勤労感謝の日
2025-11-24,振替休日 (日曜日/勤労感謝の日)
2025-12-23,天皇誕生日
