1998-01-01,1998,1,1,4,木,Thursday,元日
1998-01-15,1998,1,15,4,木,Thursday,成人の日
1998-02-11,1998,2,11,3,水,Wednesday,建国記念の日
1998-04-29,1998,4,29,3,水,Wednesday,みどりの日
1998-05-03,1998,5,3,0,日,Sunday,憲法記念日
1998-05-04,1998,5,4,1,月,Monday,振替休日,日曜日/
1998-05-05,1998,5,5,2,火,Tuesday,こどもの日
1998-07-20,1998,7,20,1,月,Monday,海の日
1998-09-15,1998,9,15,2,火,Tuesday,敬老の日
1998-10-10,1998,10,10,6,土,Saturday,体育の日
1998-11-03,1998,11,3,2,火,Tuesday,文化の日
1998-11-23,1998,11,23,1,月,Monday,勤労感謝の日
1998-12-23,1998,12,23,3,水,Wednesday,天皇誕生日
