2013-01-01,2013,1,1,2,火,Tuesday,元日
2013-01-14,2013,1,14,1,月,Monday,成人の日
2013-02-11,2013,2,11,1,月,Monday,建国記念の日
2013-03-20,2013,3,20,3,水,Wednesday,春分の日
2013-04-29,2013,4,29,1,月,Monday,昭和の日
2013-05-03,2013,5,3,5,金,Friday,憲法記念日
2013-05-04,2013,5,4,6,土,Saturday,みどりの日
2013-05-05,2013,5,5,0,日,Sunday,こどもの日
2013-05-06,2013,5,6,1,月,Monday,振替休日,日曜日/こどもの日
2013-07-15,2013,7,15,1,月,Monday,海の日
2013-09-16,2013,9,16,1,月,Monday,敬老の日
2013-09-23,2013,9,23,1,月,Monday,秋分の日
2013-10-14,2013,10,14,1,月,Monday,体育の日
2013-11-03,2013,11,3,0,日,Sunday,文化の日
2013-11-04,2013,11,4,1,月,Monday,振替休日,日曜日/文化の日
2013-11-23,2013,11,23,6,土,Saturday,勤労感謝の日
2013-12-23,2013,12,23,1,月,Monday,天皇誕生日
