2034-01-01,2034,1,1,0,日,Sunday,元日
2034-01-02,2034,1,2,1,月,Monday,振替休日 (日曜日/元日)
2034-01-09,2034,1,9,1,月,Monday,成人の日
2034-02-11,2034,2,11,6,土,Saturday,建国記念の日
2034-04-29,2034,4,29,6,土,Saturday,昭和の日
2034-05-03,2034,5,3,3,水,Wednesday,憲法記念日
2034-05-04,2034,5,4,4,木,Thursday,みどりの日
2034-05-05,2034,5,5,5,金,Friday,こどもの日
2034-07-17,2034,7,17,1,月,Monday,海の日
2034-08-11,2034,8,11,5,金,Friday,山の日
2034-09-18,2034,9,18,1,月,Monday,敬老の日
2034-10-09,2034,10,9,1,月,Monday,体育の日
2034-11-03,2034,11,3,5,金,Friday,文化の日
2034-11-23,2034,11,23,4,木,Thursday,勤労感謝の日
2034-12-23,2034,12,23,6,土,Saturday,天皇誕生日
