2037-01-01,2037,1,1,4,木,Thursday,元日
2037-01-12,2037,1,12,1,月,Monday,成人の日
2037-02-11,2037,2,11,3,水,Wednesday,建国記念の日
2037-02-23,2037,2,23,1,月,Monday,天皇誕生日
2037-04-29,2037,4,29,3,水,Wednesday,昭和の日
2037-05-03,2037,5,3,0,日,Sunday,憲法記念日
2037-05-04,2037,5,4,1,月,Monday,みどりの日
2037-05-05,2037,5,5,2,火,Tuesday,こどもの日
2037-05-06,2037,5,6,3,水,Wednesday,振替休日,日曜日/こどもの日
2037-07-20,2037,7,20,1,月,Monday,海の日
2037-08-11,2037,8,11,2,火,Tuesday,山の日
2037-09-21,2037,9,21,1,月,Monday,敬老の日
2037-09-22,2037,9,22,2,火,Tuesday,国民の休日,敬老の日/秋分の日
2037-10-12,2037,10,12,1,月,Monday,スポーツの日
2037-11-03,2037,11,3,2,火,Tuesday,文化の日
2037-11-23,2037,11,23,1,月,Monday,勤労感謝の日
