2048-01-01,2048,1,1,3,水,Wednesday,元日
2048-01-13,2048,1,13,1,月,Monday,成人の日
2048-02-11,2048,2,11,2,火,Tuesday,建国記念の日
2048-02-23,2048,2,23,0,日,Sunday,天皇誕生日
2048-04-29,2048,4,29,3,水,Wednesday,昭和の日
2048-05-03,2048,5,3,0,日,Sunday,憲法記念日
2048-05-04,2048,5,4,1,月,Monday,みどりの日
2048-05-05,2048,5,5,2,火,Tuesday,こどもの日
2048-05-06,2048,5,6,3,水,Wednesday,振替休日,日曜日/こどもの日
2048-07-20,2048,7,20,1,月,Monday,海の日
2048-08-11,2048,8,11,2,火,Tuesday,山の日
2048-09-21,2048,9,21,1,月,Monday,敬老の日
2048-10-12,2048,10,12,1,月,Monday,スポーツの日
2048-11-03,2048,11,3,2,火,Tuesday,文化の日
2048-11-23,2048,11,23,1,月,Monday,勤労感謝の日
