2023-01-01,2023,1,1,0,日,Sunday,元日
2023-01-02,2023,1,2,1,月,Monday,振替休日,日曜日/元日
2023-01-09,2023,1,9,1,月,Monday,成人の日
2023-02-11,2023,2,11,6,土,Saturday,建国記念の日
2023-03-21,2023,3,21,2,火,Tuesday,春分の日(未確定)
2023-04-29,2023,4,29,6,土,Saturday,昭和の日
2023-05-03,2023,5,3,3,水,Wednesday,憲法記念日
2023-05-04,2023,5,4,4,木,Thursday,みどりの日
2023-05-05,2023,5,5,5,金,Friday,こどもの日
2023-07-17,2023,7,17,1,月,Monday,海の日
2023-08-11,2023,8,11,5,金,Friday,山の日
2023-09-18,2023,9,18,1,月,Monday,敬老の日
2023-09-23,2023,9,23,6,土,Saturday,秋分の日(未確定)
2023-10-09,2023,10,9,1,月,Monday,体育の日
2023-11-03,2023,11,3,5,金,Friday,文化の日
2023-11-23,2023,11,23,4,木,Thursday,勤労感謝の日
2023-12-23,2023,12,23,6,土,Saturday,天皇誕生日
